unique_identifier,title,document_type,published_on,document_url,source_specific_tags,top_topics,languages,document_theme,first_order_unique_identifier
cdc-1d51bc38f929861d352ae8e5224dbc01,Biobehavioral survey guidelines for populations at risk for HIV,Clinical guidance,2017-09-11,https://stacks.cdc.gov/view/cdc/50667,,"Survey methodology, Human subject research, HIV/AIDS",eng,"health>diseases and conditions, health, health>diseases and conditions>communicable disease>virus disease, education, health>diseases and conditions>communicable disease, society, health>diseases and conditions>communicable disease>virus disease>AIDS",10.2900/207223
fhithreesixty-7f84d06c8b397b4b8fe82512f1dbde18,Biobehavioural Survey Guidelines For Populations At Risk For HIV,Publication,2017-09-11,https://www.fhi360.org/resource/biobehavioural-survey-guidelines-populations-risk-hiv,,"Survey methodology, Human subject research, HIV/AIDS",eng,"economy, business and finance, economy, business and finance>economic sector, health>diseases and conditions>communicable disease, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, economy, business and finance>economic sector>computing and information technology, health",10.2900/207223
whoiarc-047655eceef2af5e80144a258b300579,Common Minimum Technical Standards and Protocols for Biobanks Dedicated to Cancer Research,Publication,2017-04-10,https://publications.iarc.fr/Book-And-Report-Series/Iarc-Technical-Publications/Common-Minimum-Technical-Standards-And-Protocols-For-Biobanks-Dedicated-To-Cancer-Research-2017,,"Biobank, Personalized medicine, Informed consent",eng,"science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions, health",10.2900/207223
who-7c1b68df86e8609a6b5f9fcef84254ae,Health Laboratory Services Strengthening Strategy for Asia and the Pacific (2010-2015),Publication,2016-08-08,https://apps.who.int/iris/handle/10665/249022,,"Research, Health, Human resource management",fre,"economy, business and finance, economy, business and finance>business information, health>diseases and conditions>communicable disease, health, science and technology, health>diseases and conditions, economy, business and finance>economic sector>computing and information technology, science and technology>social sciences, economy, business and finance>business information>human resources, economy, business and finance>economic sector, health>diseases and conditions>communicable disease>virus disease",10.2900/207223
governmentofindia-ba7cf0e270360efeb4445c8df81f0081,Biosafety Manual For Public Health Laboratories,Publication,2016-07-21,https://ncdc.mohfw.gov.in/wp-content/uploads/2024/04/File608.pdf,,"Biosafety level, Biosafety cabinet, Biosafety",eng,"economy, business and finance, economy, business and finance>economic sector, environment, environment>natural resources, economy, business and finance>economic sector>chemicals, health>diseases and conditions, health, science and technology, environment>natural resources>water",10.2900/207223
who-bc9f8ab232b9770ecae42cd3b82fc405,"Asia pacific strategy for strengthening health laboratory services, 2010-2015",Publication,2016-04-05,https://apps.who.int/iris/handle/10665/204800,,"Biosafety, Health system, Health",eng,"economy, business and finance, economy, business and finance>business information, health>diseases and conditions, health, economy, business and finance>business information>human resources, society, health>diseases and conditions>communicable disease>virus disease, science and technology, health>diseases and conditions>communicable disease",10.2900/207223
who-bd5c7074fc701bc3c314d00e5d88ffdf,Guidelines for the Creation of a National System of Health Laboratories,Publication,2016-03-18,https://apps.who.int/iris/handle/10665/204634,,"Health, Education, Human resource management",por,"economy, business and finance, economy, business and finance>business information, health, health>diseases and conditions, science and technology, economy, business and finance>business information>human resources, education, economy, business and finance>economic sector, economy, business and finance>business information>human resources>management",10.2900/207223
who-c17b5db3d812e28af391a96f48a82603,Guidelines for establishing a national health laboratory system,Publication,2016-03-17,https://apps.who.int/iris/handle/10665/204631,,"Research, Health, Safety",fre,"economy, business and finance, economy, business and finance>business information, health>diseases and conditions>communicable disease, health, health>diseases and conditions, science and technology, economy, business and finance>business information>human resources, health>diseases and conditions>communicable disease>virus disease, education",10.2900/207223
who-dd20bfdaf1b8934cda65defbfaf207e2,Guidance for Establishing a National Health Laboratory System,Publication,2016-03-17,https://apps.who.int/iris/handle/10665/204630,,"Strategic planning, Health system, Health",eng,"economy, business and finance, health, health>diseases and conditions, economy, business and finance>business information>human resources, science and technology, health>diseases and conditions>communicable disease>virus disease, economy, business and finance>economic sector, economy, business and finance>business information, health>diseases and conditions>communicable disease",10.2900/207223
governmentofcanada-2ef25261ce6017f73c8c085adfc3f847,Canadian biosafety handbook.: HP45-9/2015E-PDF Publications - Canada.ca,Publication,2016-01-01,http://publications.gc.ca/site/eng/9.894171/publication.html,,"Viral vector, Genetically modified organism, Bacteria",eng,"health, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology, science and technology>natural science, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, health>diseases and conditions>illness",10.2900/207223
easacbe-d8234644ff34cfeefba84f7872ad263b,Gain of Function: experimental applications relating to potentially pandemic pathogens,Publication,2015-10-08,https://easac.eu/publications/details/gain-of-function-experimental-applications-relating-to-potentially-pandemic-pathogens/,,"Gain-of-function research, European Academies' Science Advisory Council, Biosecurity",eng,"science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions, science and technology, health, society, science and technology>natural science>biology>genetics",10.2900/207223
easacbe-84df53199702de53a5b8a60aa2e58397,Gain of Function: experimental applications relating to potentially pandemic pathogens,Publication,2015-10-08,https://easac.eu/publications/details/gain-of-function-experimental-applications-relating-to-potentially-pandemic-pathogens,,"Gain-of-function research, European Academies' Science Advisory Council, Biosecurity",eng,"science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions, science and technology, health, society, science and technology>natural science>biology>genetics",10.2900/207223
who-8eac080a82bb203f841fa3efa4b553e9,Protocol for national sentinel influenza surveillance,Publication,2015-10-05,https://apps.who.int/iris/handle/10665/187120,,"Influenza, 2009 flu pandemic, Influenza A virus subtype H7N9",fre,"health, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease, health>diseases and conditions>illness, science and technology",10.2900/207223
who-9e95dd343133c3f4aa8a7fe5a25feb0b,Protocol for national sentinel surveillance of influenza,Publication,2015-10-05,https://apps.who.int/iris/handle/10665/187143,,"Influenza, Swine influenza, Epidemiology",por,"health, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science, health>diseases and conditions>illness, science and technology, science and technology>natural science>biology, health>diseases and conditions>communicable disease",10.2900/207223
who-b7580d81fcd7ebe3444f74ff44791059,Protocol for national influenza sentinel surveillance,Publication,2015-10-05,https://apps.who.int/iris/handle/10665/187121,,"Influenza pandemic, Influenza, Influenza A virus subtype H7N9",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, health, health>diseases and conditions>illness, science and technology, science and technology>natural science>biology",10.2900/207223
who-6539f348416d91be05193bf81b26218b,"Biosafety for human health and the environment in the context of the potential use of genetically modified mosquitoes (‎GMMs)‎: a tool for biosafety training based on courses in Africa, Asia and Latin America, 2008-2011",Publication,2015-07-20,https://apps.who.int/iris/handle/10665/180388,,"DDT, Arbovirus, Mosquito-borne disease",eng,"science and technology>natural science, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health, science and technology>natural science>biology, science and technology, health>diseases and conditions>communicable disease",10.2900/207223
adminch-567c47872c160304e907bb998b49e5e6,Biosecurity,Publication,2015-05-13,https://www.bafu.admin.ch/dam/bafu/de/dokumente/biotechnologie/rechtsgutachten/biosecurity_rechtslageundregelungsbedarfimbereichderbiologischen.pdf.download.pdf/biosecurity_rechtslageundregelungsbedarfimbereichderbiologischen.pdf,,"Chemical Weapons Convention, Cartagena Protocol on Biosafety, Firearms regulation in Switzerland",ger,"crime, law and justice, health, science and technology, crime, law and justice>law, environment, politics>government, science and technology>natural science>biology, politics>government>defence, science and technology>natural science, politics",10.2900/207223
cdc-5d8b4494aea9e7777e1bc8cf4dd625cc,Competency guidelines for public health laboratory professionals,Clinical guidance,2015-04-30,https://stacks.cdc.gov/view/cdc/31045,,"Association of Public Health Laboratories, Competence (human resources), Computer security",eng,"economy, business and finance, economy, business and finance>business information>human resources, education, labour, science and technology, health, education>teaching and learning, economy, business and finance>business information",10.2900/207223
who-6e18b8a64a853d3556bf4c96a606ba09,Guidance for Establishing a National Health Laboratory System,Publication,2015-01-15,https://apps.who.int/iris/handle/10665/148351,,"Strategic planning, Health system, Health",eng,"economy, business and finance, health, health>diseases and conditions, science and technology, economy, business and finance>business information>human resources, health>diseases and conditions>communicable disease>virus disease, economy, business and finance>economic sector, economy, business and finance>business information, health>diseases and conditions>communicable disease",10.2900/207223
randcorporation-61e527d53d3da3c1d93ba3053f20551a,Measuring Cooperative Biological Engagement Program (CBEP) Performance,Publication,2014-08-21,https://www.rand.org/pubs/research_reports/RR660.html,"Acquisition and Technology Policy Center, National Defense Research Institute, RAND National Security Research Division","Biosafety, Biosecurity, Biosafety level",eng,"health, science and technology, society, science and technology>mathematics",10.2900/207223
who-99e085f7130ee227afcf88fdcd18e738,Asia Pacific strategy for strengthening health laboratory services (‎2010-2015)‎,Publication,2013-12-24,https://apps.who.int/iris/handle/10665/143662,,"Biosafety, Health system, Health",eng,"economy, business and finance, health, health>diseases and conditions, economy, business and finance>business information>human resources, society, science and technology, economy, business and finance>economic sector, economy, business and finance>business information",10.2900/207223
ocwnl-1435a91f6ff8bac77c5735529638852b,building biosecurity,Publication,2013-12-03,https://open.overheid.nl/Details/ronl-archief-3fc401f4-b776-4d70-9dc0-dfbb6ad8afc2/1,,"Health Council of the Netherlands, Research, Biological warfare",dut,"health>diseases and conditions, health, science and technology",10.2900/207223
knawnl-9ec2b9756ece4dd7d1c8135b858c5718,Building biosecurity. Assessing dual-use research,Publication,2013-11-29,https://www.knaw.nl/publicaties/bouwen-aan-biosecurity-beoordelen-van-dual-use-onderzoek,,"Health Council of the Netherlands, Research, Biological warfare",dut,"health>health treatment, health>diseases and conditions, health, science and technology, health>health treatment>medicine",10.2900/207223
pacforum-78162076915aeac9c0a7e6939fd68b99,Issues & Insights Vol. 12 - No. 11 - The Biosecurity Lexicon Project,Publication,2012-11-01,https://www.pacforum.org/analysis/issues-insights-vol-12-no-11-biosecurity-lexicon-project,,"Genome, Life sciences, Biology",eng,"science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, science and technology>natural science>biology, health, science and technology, health>diseases and conditions>communicable disease",10.2900/207223
who-d849a1f815464944d98a26c69a8af1d3,Laboratory biorisk management: strategic framework for action 2012-2016,Publication,2012-06-17,https://apps.who.int/iris/handle/10665/70878,,"Biosecurity, World Health Organization, Biosafety",eng,"society, society>values, health, science and technology, society>values>ethics",10.2900/207223
sipri-30fac355d30c482a94da1942d7253ec7,Science and Technology and their Impacts on the Biological and Toxin Weapons Convention,Publication,2011-12-01,https://www.sipri.org/publications/2011/other-publications/science-and-technology-and-their-impacts-biological-and-toxin-weapons-convention,,"Biological Weapons Convention, Synthetic biology, Science",eng,"economy, business and finance, economy, business and finance>economic sector, health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology, health, science and technology>natural science, science and technology>natural science>biology>genetics, society, economy, business and finance>economic sector>computing and information technology, health>diseases and conditions>communicable disease>virus disease",10.2900/207223
sipri-b9d74b9467435fef7ae835f6ee3ae0c7,Strengthening the BTWC through laboratory best practices and biosecurity,Publication,2011-12-01,https://www.sipri.org/publications/2011/eu-non-proliferation-papers/strengthening-btwc-through-laboratory-best-practices-and-biosecurity,,"Biosecurity, Biosafety, Biological Weapons Convention",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, health, society, education, science and technology, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease>virus disease>retrovirus",10.2900/207223
unidir-d39ae6046d62ba8cb3da9cfc02ff01f1,Improving Implementation of the Biological Weapons Convention: The 2007-2010 Intersessional Process,Publication,2011-10-06,https://unidir.org/publication/improving-implementation-of-the-biological-weapons-convention-the-2007-2010-intersessional-process/,,"Biosecurity, Biological agent, Biological Weapons Convention",eng,"education, politics, science and technology>natural science, science and technology>natural science>biology, science and technology, health, health>diseases and conditions, society, politics>government, education>school",10.2900/207223
imemo-a5f0ec6250f2852de87ceb81c43e2cd8,"SIPRI Yearbook 2008 “Armament, Disarmament and International Security” with a special supplement from IMEMO RAN: trans. from English",Publication,2009-12-02,https://www.imemo.ru/index.php?page_id=645&id=3020,,"Treaty on the Non-Proliferation of Nuclear Weapons, Institute of World Economy and International Relations, Russia",rus,"politics, politics>international relations, politics>international relations>diplomacy, politics>government, politics>government>defence",10.2900/207223
who-21f626dbc2085ed972d1a047cdb5ca99,Asia-Pacific Regional Strategy for Strengthening Health Laboratory Services (2010-2015),Publication,2009-01-01,https://apps.who.int/iris/handle/10665/374592,"7. Regional Office for the Western Pacific, Regional Committee for the Western Pacific","Laboratory, Public health, Health care",chi,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, health, science and technology, science and technology>natural science>biology, economy, business and finance>economic sector>computing and information technology",10.2900/207223
sipri-bac79ca353d4e5ac4b27026e89fee332,Chemical and Biochemical Non-lethal Weapons: Political and Technical Aspects,Publication,2008-11-01,https://www.sipri.org/publications/2008/sipri-policy-papers/chemical-and-biochemical-non-lethal-weapons-political-and-technical-aspects,,"Non-lethal weapon, Synthetic biology, CS gas",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology>natural science>biology, health, science and technology>biomedical science>pharmacology, science and technology, science and technology>biomedical science, economy, business and finance>economic sector>chemicals",10.2900/207223
unitednations-b4816dfff516268482da0f3f871bb492,Australian assistance to strengthen regional biosafety and biosecurity capacity /,Publication,2008-08-18,https://digitallibrary.un.org/record/636889?ln=en,"BIOLOGICAL PRODUCTS, BIOLOGICAL WEAPONS, BIOSAFETY, BIOTERRORISM, PRODUCT SAFETY, REGIONAL COOPERATION","Biosecurity, Biosafety, Biological agent",eng,"health>health treatment, conflicts, war and peace, health, health>diseases and conditions, conflicts, war and peace>act of terror>act of bioterrorism, conflicts, war and peace>act of terror, science and technology, health>health treatment>medicine",10.2900/207223
unitednations-0a7782d8c95dfa4094434189c52052c5,Overview of major international biosecurity activities since the 2003 intersessional meeting,Publication,2008-08-15,https://digitallibrary.un.org/record/636885?ln=en,"BIOLOGICAL PRODUCTS, BIOLOGICAL WEAPONS, BIOSAFETY, PRODUCT SAFETY","Biosecurity, Biosafety, Biological Weapons Convention",eng,"politics>government policy, health>health treatment, health, science and technology, health>health treatment>medicine, politics, politics>government policy>safety of citizens, politics>government",10.2900/207223
unitednations-fdd38652e1b0282d1f884fbfcc05e12d,Biosafety and biosecurity /,Publication,2008-08-12,https://digitallibrary.un.org/record/636839?ln=en,"BIOLOGICAL WEAPONS, BIOSAFETY, DANGEROUS GOODS","Biosecurity, Biosafety, Biological Weapons Convention",eng,"politics, politics>government policy, society, society>values, health, science and technology, politics>government policy>safety of citizens, society>values>ethics",10.2900/207223
whoiarc-27abae5c1bccff1e8c8921dc777dfaaf,Common Minimum Technical Standards and Protocols for Biological Resource Centres Dedicated to Cancer Research,Publication,2007-09-28,https://publications.iarc.fr/Book-And-Report-Series/Iarc-Working-Group-Reports/Common-Minimum-Technical-Standards-And-Protocols-For-Biological-Resource-Centres-Dedicated-To-Cancer-Research-2007,,"Cryopreservation, Virus, Infection",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease, health",10.2900/207223
governmentofcanada-0dce3cbab66d8f00bb5986791659acd7,"Canadian biosafety standards and guidelines for facilities handling human and terrestrial animal pathogens, prions, and biological toxins : HP45-7/2013E-PDF Publications - Canada.ca",Publication,False,http://publications.gc.ca/site/eng/9.697804/publication.html,,"Biosafety, Air handler, Hand washing",eng,"science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions, health, science and technology, environment>environmental pollution, environment",10.2900/207223
who-dffaf604fe84a062ad72e63670b47ea9,"Weekly Epidemiological Record, 2016, vol. 91, 20 [‎Full issue]‎",Publication,2017-02-01,https://apps.who.int/iris/handle/10665/254446,,"Health, Organisms, Medical humanities",fre,"health, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease, science and technology, science and technology>natural science>biology, science and technology>natural science, health>diseases and conditions>illness",who-39d1147c550a77622ac2df1ebe9d2451
who-b9573774b9c5fec457317b39c9d51dee,Smallpox in the posteradication era = Smallpox in the posteradication era,Publication,2017-02-01,https://apps.who.int/iris/handle/10665/254447,,"Vaccination, DNA sequencing, World Health Organization",fre,"health, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease, science and technology, science and technology>natural science>biology, science and technology>natural science, health>diseases and conditions>illness",who-39d1147c550a77622ac2df1ebe9d2451
who-ad5384a83bcbeeebeaf0517df3f77234,"Advisory group of independent experts to review the smallpox research programme (‎AGIES)‎ : report to the World Health Organization, Geneva, Switzerland, November 2013",Publication,2013-12-11,https://apps.who.int/iris/handle/10665/97034,,"Medical specialties, Vaccine, World Health Organization",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease>epidemic, health>diseases and conditions>communicable disease>virus disease, science and technology, science and technology>natural science, health, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease>retrovirus, health>diseases and conditions>communicable disease",who-b4072420d0e86f154392a97784590f51
10.2861/620590,Bio Plus X: Arms Control and the Convergence of Biology and Emerging Technologies,Publication,2019-03-01,https://www.sipri.org/publications/2019/other-publications/bio-plus-x-arms-control-and-convergence-biology-and-emerging-technologies,,"Science, Biosecurity, Machine learning",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology, science and technology>natural science>biology, economy, business and finance>economic sector>computing and information technology, health, health>diseases and conditions, education, science and technology>natural science",sipri-30fac355d30c482a94da1942d7253ec7
sipri-d86d025b9d74bdd897408adab121f8e4,Managing technology transfers under the Biological and Toxin Weapons Convention,Publication,2012-09-01,https://www.sipri.org/publications/2012/eu-non-proliferation-papers/managing-technology-transfers-under-biological-and-toxin-weapons-convention,,"International relations, Human activities, Dual-use technology",eng,"science and technology>natural science, science and technology>natural science>biology, politics, health, science and technology, politics>international relations, politics>international relations>diplomacy",sipri-30fac355d30c482a94da1942d7253ec7
easacbe-09e287fe04c193c161dfb1d0647fd110,"Genome Editing: Scientific opportunities, public interests, and policy options in the EU",Publication,2017-03-16,https://easac.eu/publications/details/genome-editing-scientific-opportunities-public-interests-and-policy-options-in-the-eu/,,"Cas9, Guide RNA, Genome editing",eng,"health, science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions",10.2788/29424
easacbe-32e7c38d9e3e5488d36ca577108f2e54,"Genome Editing: Scientific opportunities, public interests, and policy options in the EU",Publication,2017-03-16,https://easac.eu/publications/details/genome-editing-scientific-opportunities-public-interests-and-policy-options-in-the-eu,,"Cas9, Guide RNA, Genome editing",eng,"health, science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions",10.2788/29424
vttfi-8f72fe3fe84b80c3d5f3cb845541ca13,Synthetic biology as an enabler of sustainable bioeconomy: A roadmap for Finland,Publication,2017-01-01,https://cris.vtt.fi/en/publications/synthetic-biology-as-an-enabler-of-sustainable-bioeconomy-a-roadm,,"Methane, Photosynthesis, Gene",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science>biology, science and technology>natural science, economy, business and finance>economic sector>chemicals>organic chemical, science and technology>natural science>biology>genetics, economy, business and finance>economic sector>chemicals, science and technology, economy, business and finance>economic sector>energy and resource",10.2788/29424
vttfi-ff3ea36c00571e8823320ab678ea1847,Synthetic biology as an enabler of a sustainable bioeconomy: A roadmap for Finland,Publication,2017-01-01,https://cris.vtt.fi/en/publications/synteettinen-biologia-kest%C3%A4v%C3%A4n-biotalouden-mahdollistajana-tiekar,,"Synthetic biology, Biofuel, Bioeconomy",fin,"economy, business and finance>economic sector>chemicals>organic chemical, economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>chemicals, economy, business and finance>economic sector>energy and resource, science and technology, science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics",10.2788/29424
rathenau-5e4e857b6e367981ba95554b2531bb9e,Challenges for the European governance of synthetic biology for human health,Scholarly article,2014-04-03,https://www.rathenau.nl/nl/digitalisering/challenges-european-governance-synthetic-biology-human-health,,"Clinical trial, Governance, Research",eng,"science and technology>social sciences, science and technology>natural science, society, society>values, science and technology>natural science>biology, science and technology, science and technology>natural science>biology>genetics, health, society>values>ethics, science and technology>social sciences>philosophy",10.2788/29424
royalirishacademy-43072a938177de317a8bb0fdd23e800c,Planting the future: opportunities and challenges for using crop genetic improvement technologies for sustainable agriculture: a report of the EASAC,Transcript,2013-06-22,https://www.ria.ie/assets/uploads/2024/06/easac-planting-the-future-full-report-2.pdf,,"Agriculture, Genetically modified crops, European Academies' Science Advisory Council",eng,"economy, business and finance, economy, business and finance>economic sector, lifestyle and leisure, lifestyle and leisure>lifestyle, science and technology>natural science, economy, business and finance>economic sector>agriculture, science and technology>natural science>biology>genetics, science and technology>natural science>biology, lifestyle and leisure>lifestyle>food and drink, science and technology, health",10.2788/29424
easacbe-a1ba152de51195432fb4fa0ce02abe11,Planting the future: opportunities and challenges for using crop genetic improvement technologies for sustainable agriculture,Publication,2013-06-18,https://easac.eu/publications/details/planting-the-future-opportunities-and-challenges-for-using-crop-genetic-improvement-technologies-for-sustainable-agriculture/,,"European Academies' Science Advisory Council, Agriculture, Genetically modified crops",eng,"economy, business and finance, economy, business and finance>economic sector, lifestyle and leisure, lifestyle and leisure>lifestyle, science and technology>natural science, economy, business and finance>economic sector>agriculture, science and technology>natural science>biology>genetics, science and technology>natural science>biology, lifestyle and leisure>lifestyle>food and drink, science and technology",10.2788/29424
easacbe-668545b2a2f8b4610642053b42c9bfb5,Planting the future: opportunities and challenges for using crop genetic improvement technologies for sustainable agriculture,Publication,2013-06-18,https://easac.eu/publications/details/planting-the-future-opportunities-and-challenges-for-using-crop-genetic-improvement-technologies-for-sustainable-agriculture,,"European Academies' Science Advisory Council, Agriculture, Genetically modified crops",eng,"economy, business and finance, economy, business and finance>economic sector, lifestyle and leisure, lifestyle and leisure>lifestyle, science and technology>natural science, economy, business and finance>economic sector>agriculture, science and technology>natural science>biology>genetics, science and technology>natural science>biology, lifestyle and leisure>lifestyle>food and drink, science and technology",10.2788/29424
rathenau-75c9b8513fb6620eab5b49048dc5b5c1,Politics about life,Publication,2013-01-17,https://www.rathenau.nl/nl/gezondheid/politiek-over-leven,,"Synthetic biology, Technology, Life",dut,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology>natural science>biology, science and technology, science and technology>natural science>biology>genetics, economy, business and finance>economic sector>computing and information technology, health, politics",10.2788/29424
opecst-1b199d29e9786ce2c4905f0a657689c1,Stakes of synthetic biology,Publication,2012-02-15,https://www.assemblee-nationale.fr/13/rap-off/i4354.asp,,"DNA sequencing, Synthetic biology, Science",fre,"economy, business and finance, economy, business and finance>economic sector, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease, science and technology, science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, health, economy, business and finance>economic sector>computing and information technology, economy, business and finance>economic sector>chemicals, health>diseases and conditions",10.2788/29424
tabde-038871ba38ae977309b1af4bc49cdab2,"Hope-, Hype- and Fear-Technologies",Publication,2011-10-01,https://www.tab-beim-bundestag.de/de/pdf/publikationen/tab-brief/TAB-Brief-039-02.pdf,,"Nanotechnology, Climate change, Synthetic biology",eng,"economy, business and finance, economy, business and finance>economic sector, lifestyle and leisure, lifestyle and leisure>lifestyle, science and technology>natural science, science and technology>technology and engineering, science and technology>technology and engineering>micro science, science and technology, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology>technology and engineering>micro science>nanotechnology, science and technology>natural science>physics, economy, business and finance>economic sector>computing and information technology, lifestyle and leisure>lifestyle>food and drink",10.2788/29424
easacbe-0901ed63653420e177ed544df4443fc1,Impact of Engineered Nanomaterials on Health: Considerations for Benefit-Risk Assessment,Publication,2011-09-15,https://easac.eu/publications/details/impact-of-engineered-nanomaterials-on-health-considerations-for-benefit-risk-assessment/,,"Nanotechnology, Nanotoxicology, European Academies' Science Advisory Council",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, economy, business and finance>economic sector>chemicals, science and technology, health",10.2788/29424
easacbe-f95318388efd28f65d43b350f8ad3eba,Impact of Engineered Nanomaterials on Health: Considerations for Benefit-Risk Assessment,Publication,2011-09-15,https://easac.eu/publications/details/impact-of-engineered-nanomaterials-on-health-considerations-for-benefit-risk-assessment,,"Nanotechnology, Nanotoxicology, European Academies' Science Advisory Council",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, economy, business and finance>economic sector>chemicals, science and technology, health",10.2788/29424
tabde-ae2c65e74103d9adb39f6d60e2e38044,"Hope, Hype and Fear Technologies",Publication,2011-09-01,https://www.tab-beim-bundestag.de/de/pdf/publikationen/tab-brief/TAB-Brief-039.pdf,,"Nanotechnology, Petition, Climate engineering",ger,"economy, business and finance, economy, business and finance>economic sector, lifestyle and leisure, lifestyle and leisure>lifestyle, science and technology>natural science, science and technology, science and technology>natural science>biology, economy, business and finance>economic sector>energy and resource, lifestyle and leisure>lifestyle>food and drink, economy, business and finance>economic sector>computing and information technology, economy, business and finance>economic sector>media",10.2788/29424
rathenau-51f68254a5eaf1ec643a3206264cca57,Constructing Life,Publication,2007-06-01,https://www.rathenau.nl/en/digitalisering/constructing-life,,"Science, Ethics, Organism",eng,"science and technology>natural science>biology, science and technology, society, science and technology>natural science>biology>genetics, science and technology>natural science, society>values",10.2788/29424
rathenau-d77c4050d9d3d9893371b92c1cca66f1,Leven Maken,Publication,2007-06-01,https://www.rathenau.nl/nl/digitalisering/leven-maken,,"Synthetic biology, Governance, Sustainability",eng,"science and technology>natural science>biology, science and technology, society, science and technology>natural science>biology>genetics, science and technology>natural science, society>values",10.2788/29424
rathenau-ed3f9ec09b8d47f6ec8e8c23307a0918,No debate without an audience,Publication,2013-01-17,https://www.rathenau.nl/nl/gezondheid/geen-debat-zonder-publiek,,"Synthetic biology, Science, United States",dut,"science and technology>natural science>biology, science and technology, education, politics, science and technology>natural science, society, religion and belief",10.2875/590512
unenvironment-91eb15f87ba02c57897aa82dd380cd4c,An Analysis of Earth System Approach to the Global Pact for the Environment - International Environmental Law-making and Diplomacy Review 2019 Chapter 4,Publication,2020-11-20,https://wedocs.unep.org/20.500.11822/34372,,"Planetary boundaries, Sustainability, Anthropocene",eng,"environment>natural resources, environment, environment>nature, environment>natural resources>water, environment>nature>ecosystem, politics, science and technology",unitednations-df6aacade289d5c9a1c103b43c1b211c
unenvironment-cdda4f7ab5bf6ee94c80e6b78ee4a8f9,International Environmental Law-making and Diplomacy Review 2019. UNEP Course Series 19,Publication,2020-11-19,https://wedocs.unep.org/20.500.11822/34356,,"Sustainability, Sustainable Development Goals, United Nations Environment Programme",eng,"environment, environment>environmental pollution, science and technology, politics, politics>fundamental rights, environment>nature",unitednations-df6aacade289d5c9a1c103b43c1b211c
unitednations-4e254edac53ee6c8c6907a1698999c7d,Bibliographie de la Cour internationale de justice.Bibliography of the International Court of Justice. 2010-2013,Publication,2019-01-01,https://digitallibrary.un.org/record/3840841?ln=en,"BIBLIOGRAPHIES, INTERNATIONAL COURTS, INTERNATIONAL JURISDICTION","Pedra Branca, Singapore, International Court of Justice, Corfu Channel case",eng,"crime, law and justice, crime, law and justice>judiciary>court>trial (court), crime, law and justice>judiciary>court, crime, law and justice>law, crime, law and justice>law>international law, crime, law and justice>judiciary, crime, law and justice>judiciary>court>trial (court)>litigation, politics, conflicts, war and peace",unitednations-df6aacade289d5c9a1c103b43c1b211c
