unique_identifier,title,document_type,published_on,document_url,source_specific_tags,top_topics,languages,document_theme,first_order_doi
who-b4072420d0e86f154392a97784590f51,"Scientific review of variola virus research, 1999-2010",Publication,2012-06-17,https://apps.who.int/iris/handle/10665/70508,,,eng,,10.1016/j.jviromet.2008.07.018
govdeptsspain-a46876418f3e5e1819a0427c6abd06bc,The biological threat. Strategy Notebook 217,Publication,2023-02-14,https://publicaciones.defensa.gob.es/media/downloadable/files/links/l/a/la_amenaza_biologica.pdf,,"Biopreparat, Rickettsia, Bacteria",spa,"science and technology>natural science>biology, science and technology>natural science, health>diseases and conditions, science and technology>natural science>biology>genetics, health>diseases and conditions>illness, science and technology, health",10.1038/embor.2009.270
randcorporation-0a969cf63fe696fdf5f3fe17f451cb71,Mitigating Risks at the Intersection of Artificial Intelligence and Chemical and Biological Weapons,Publication,2025-01-28,https://www.rand.org/pubs/research_reports/RRA2990-1.html,,"Artificial intelligence, Machine learning, Neural network (machine learning)",eng,"economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>computing and information technology, economy, business and finance>economic sector>computing and information technology>software, science and technology, health",10.1162/isec_a_00077
belfercenter-06939bf6a8ba21f5a50440456ed49cd5,Better Threat Assessments Needed on Dual-Use Science,Publication,2014-02-28,https://www.belfercenter.org/index.php/publication/better-threat-assessments-needed-dual-use-science,,"Influenza A virus subtype H5N1, Expert, Intelligence analysis",eng,"health>diseases and conditions>communicable disease, science and technology>natural science, science and technology, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, health, science and technology>natural science>biology, conflicts, war and peace",10.1162/isec_a_00077
congressionalresearch-1a72f6437b568833fed8549b0685c0f9,"R47695| U.S. Oversight of Laboratory Biosafety and Biosecurity: Current Policies, Recommended Reforms, and Options for Congress",Publication,2023-09-15,https://crsreports.congress.gov/product/pdf/download/R/R47695/R47695.pdf/,,"Biosafety level, Biosafety, Gain-of-function research",eng,"science and technology>natural science, science and technology>natural science>biology, science and technology, health, health>diseases and conditions, science and technology>natural science>biology>genetics",10.3389/fbioe.2018.00021
gpogov-8ceec3c0acdf7e3db26312401ef3869a,"""A complex and grave situation"" : a political chronology of the SARS-CoV-2 outbreak.",Publication,2023-05-15,https://purl.fdlp.gov/GPO/gpo212742,,"China, Virus, Biosafety",eng,"health, health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease, science and technology",10.3389/fbioe.2018.00021
govdeptsspain-a46876418f3e5e1819a0427c6abd06bc,The biological threat. Strategy Notebook 217,Publication,2023-02-14,https://publicaciones.defensa.gob.es/media/downloadable/files/links/l/a/la_amenaza_biologica.pdf,,"Biopreparat, Microbiology, Biology",spa,"science and technology>natural science>biology, science and technology>natural science, health>diseases and conditions, science and technology>natural science>biology>genetics, health>diseases and conditions>illness, science and technology, health",10.3389/fbioe.2018.00021
congressionalresearch-0e02ba39c988aa5fb26e69ead4dd2213,R47114| Oversight of Gain of Function Research with Pathogens: Issues for Congress,Publication,2022-05-26,https://crsreports.congress.gov/product/pdf/download/R/R47114/R47114.pdf/,,"Gain-of-function research, Biosafety level, Biosafety",eng,"health, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, science and technology>natural science>biology>genetics, science and technology",10.3389/fbioe.2018.00021
bundestag-8086466b2e56fafc82b6eff0fc215f42,WD 8 - 077/21 Gain-of-Function - Forschung und Dual-Use Research of Concern,Publication,2021-09-23,https://www.bundestag.de/resource/blob/867492/6b63ac17cdf8ff5fb8aa7d2d8c78fe7f/WD-8-077-21-pdf-data.pdf,,"Life sciences, Biology, Health",ger,"health>diseases and conditions>communicable disease, health>health treatment, health, health>diseases and conditions>communicable disease>virus disease, science and technology, health>diseases and conditions, health>health treatment>medicine",10.3389/fbioe.2018.00021
brookings-693db8e23512057745e1db713d62afad,Brain health-directed policymaking: A new concept to strengthen democracy,Publication,2022-11-08,https://www.brookings.edu/research/brain-health-directed-policymaking-a-new-concept-to-strengthen-democracy/,,"Psychological resilience, Education, Democracy",eng,"science and technology>social sciences, health, health>diseases and conditions, science and technology>social sciences>psychology, science and technology, politics",10.1017/pls.2018.15
who-21e58fa0cb28e055c4cacde8da6855c0,Emerging technologies and dual-use concerns: a horizon scan for global public health,Publication,2021-10-22,https://apps.who.int/iris/handle/10665/346862,,"Synthetic biology, Biology, Life sciences",eng,"health, health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease, science and technology",10.1017/pls.2018.15
anses-48b53eec19e169bdf1bcc6ee93970b2c,ANSES OPINION and REPORT on the report &quot;Integration of the exposome in ANSES&#39;s activities&quot;,Publication,2023-03-02,https://www.anses.fr/fr/system/files/AUTRE2022METH0197Ra.pdf,,"Agence nationale de sécurité sanitaire de l'alimentation, de l'environnement et du travail, Environmental factor, Health",fre,"lifestyle and leisure, lifestyle and leisure>lifestyle, science and technology>natural science>biology, science and technology>natural science, environment, health>diseases and conditions, health, science and technology>natural science>biology>genetics, science and technology, lifestyle and leisure>lifestyle>food and drink",10.7189/jogh.10.020317
stateofnsw-49499f9a1e2d7193e85f71f15d241140,Systemic Immunosuppressive Therapy for Inflammatory Skin Diseases in Children: Expert‐Consensus‐Based Guidance for Clinical Decision Making During the COVID‐19 Pandemic,Scholarly article,2020-04-22,https://www.schn.health.nsw.gov.au/files/attachments/reynolds-systemic_immunosuppr-pediatr_dermatol.pdf,,"COVID-19 pandemic, Immune system, Infection",eng,"science and technology, science and technology>biomedical science, health>diseases and conditions, health>diseases and conditions>illness, science and technology>biomedical science>pharmacology, health",10.1073/pnas.111151098
gradinstitute-b32706a750586e5f1a3c1ac68f9f132b,New business models for pharmaceutical research and development as a global public good: considerations for the WHO European Region,Publication,2022-08-19,https://repository.graduateinstitute.ch/record/300339,,"Orphan drug, World Health Organization, Intellectual property",eng,"economy, business and finance, health>diseases and conditions, economy, business and finance>economy, science and technology, health",10.1089/153871303769201842
centerforanewamericansecurity-888db4167daab0faa418ecb27ce32ffa,Renewing the Project BioShield Act: What Has It Bought and Wrought?,Publication,2013-01-25,https://www.cnas.org/publications/reports/renewing-the-project-bioshield-act-what-has-it-bought-and-wrought,,"Biomedical Advanced Research and Development Authority, Medicine, Health",eng,"health>diseases and conditions, health, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease>epidemic, health>diseases and conditions>communicable disease>virus disease>retrovirus, health>diseases and conditions>communicable disease",10.1089/153871303769201842
randcorporation-f914c2c86f5ceaa7bbf24f0576e8e473,Advanced Countries to Benefit Most from Technological Progress,Publication,2006-05-25,https://www.rand.org/pubs/technical_reports/TR303.html,RAND National Security Research Division,"Artificial objects, Human activities, Nanowire",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology>natural science>biology, health, science and technology, economy, business and finance>economic sector>computing and information technology, science and technology>technology and engineering, society",10.1089/153871303769201842
csis-d2084b025c9b520f46753340859663c6,BioDefense: Building a Medical Countermeasure Capability,Publication,2005-07-14,https://www.csis.org/analysis/biodefense-building-medical-countermeasure-capability-0,,"Drug development, Medical specialties, Clinical medicine",eng,"conflicts, war and peace, health>diseases and conditions, health, conflicts, war and peace>act of terror, science and technology, conflicts, war and peace>act of terror>act of bioterrorism, health>health treatment",10.1089/153871303769201842
csis-098773bf52686eb29d56ff1c6331b5de,Biodefense: Building a Medical Countermeasure Capability,Publication,2005-02-08,https://www.csis.org/analysis/biodefense-building-medical-countermeasure-capability,,"Biodefense, Bioterrorism, Infection",eng,"conflicts, war and peace, health>health treatment>preventative medicine, health, health>diseases and conditions, science and technology, conflicts, war and peace>act of terror, conflicts, war and peace>act of terror>act of bioterrorism, health>health treatment, health>health treatment>preventative medicine>vaccines",10.1089/153871303769201842
committee_senate-76cb7a8cefc6b04e9cf16f6d4382347e,S.Hrg. 109-111 — BIODEFENSE: NEXT STEPS,Publication,2005-02-08,https://www.congress.gov/event/109th-congress/senate-event/LC11990/text?s=1&r=13884,"109th Congress (2005-2006), Senate Health, Education, Labor, and Pensions","Biodefense, Project Bioshield Act, National Biodefense Analysis and Countermeasures Center",eng,"science and technology>natural science, health>diseases and conditions>communicable disease, science and technology>natural science>biology, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, science and technology, health",10.1089/153871303769201842
hcss-2e11b73c4c85fced4f2d90df4367cb94,The Increasing Threat of Biological Weapons,Publication,2017-02-01,https://hcss.nl/report/increasing-threat-biological-weapons,,"Biosecurity, Biological warfare, Bioterrorism",eng,"science and technology>natural science, conflicts, war and peace, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health, conflicts, war and peace>act of terror, science and technology>natural science>biology, science and technology, health>diseases and conditions>communicable disease",10.1126/science.1078329
hcss-d298df9269813d1626ca38b088d9207e,The Increasing Threat of Biological Weapons | HCSS,Publication,2017-02-01,https://hcss.nl/report/the-increasing-threat-of-biological-weapons/,,"Biosecurity, Biological warfare, Bioterrorism",eng,"science and technology>natural science, conflicts, war and peace, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health, conflicts, war and peace>act of terror, science and technology>natural science>biology, science and technology, health>diseases and conditions>communicable disease",10.1126/science.1078329
govuk-734d0b307f64d3768812456ce4dba4a0,Genetically Modified Organisms: Bavarian Nordic Inc. (11/R44/01),Publication,2015-02-04,https://www.gov.uk/government/publications/genetically-modified-organisms-bavarian-nordic-inc-11r4401,,"Virus, Vaccinia, Plasmid",eng,"science and technology, health>diseases and conditions, science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, health, health>diseases and conditions>communicable disease>virus disease>retrovirus, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease",10.1586/14760584.5.4.565
defrauk-69886e2f63199c5b07e948064d4f910d,Desk study to review environmental risks from marketing GM veterinary and human medicines,Publication,2009-03-10,http://cdm21006.contentdm.oclc.org/cdm/ref/collection/p21006coll3/id/2274,Science_Search_Collection,"Viral vector, Angiogenesis, Vectors in gene therapy",eng,"health, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology, science and technology>natural science, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, health>diseases and conditions>illness",10.1586/14760584.5.4.565
secureworldfoundation-766094206ca289f1ab6b8766691472fd,Future Warfare and Critical Technologies: Evolving Tactics and Strategies,Publication,2024-02-09,https://swfound.org/media/207797/future-warfare-and-critical-technologies_feb-2024.pdf,,"Cyberwarfare, Augmented reality, Cyberattack",eng,"economy, business and finance, economy, business and finance>economic sector, politics, politics>government, politics>government>defence, politics>government>defence>military equipment, conflicts, war and peace, conflicts, war and peace>armed conflict, economy, business and finance>economic sector>computing and information technology, politics>government>defence>military equipment>military weaponry, economy, business and finance>economic sector>computing and information technology>software, science and technology",10.1007/s40592-014-0004-9
stateofwestvirginia-2e9e47dccd52f9639fdc72b87d38e714,USAMRIID ’ s MEDICAL MANAGEMENT OF BIOLOGICAL CASUALTIES HANDBOOK,Publication,2006-09-07,https://oeps.wv.gov/bioterrorism/documents/hcp/USAMRIID_BlueBook.pdf,,"Plague (disease), Bubonic plague, Brucellosis",eng,"health>diseases and conditions, health, health>diseases and conditions>illness",10.1016/s0272-2712(18)30024-6
unidir-12de03615a6fa56a554394f672503ea9,"Disarmament Forum: Science, Technology and the CBW Regimes",Publication,2005-01-01,https://unidir.org/publication/disarmament-forum-science-technology-and-the-cbw-regimes/,,"Immune system, Biology, Medical specialties",eng,"economy, business and finance, economy, business and finance>economic sector, health, health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology, science and technology>natural science, science and technology>natural science>biology>physiology, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease, economy, business and finance>economic sector>chemicals",10.1016/s0272-2712(18)30024-6
paho-3baf563eafef84fd337753cb85774b68,Public health response to biological and chemical weapons: WHO guidance,Publication,2004-02-12,https://iris.paho.org/handle/10665.2/764,,"Aerosol, Chemical weapon, Pulmonary alveolus",spa,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology>natural science>biology, science and technology, health, health>diseases and conditions, economy, business and finance>economic sector>chemicals",10.1016/s0272-2712(18)30024-6
unidir-2d80872967fc99b10254ae3edc64928b,Disarmament Forum: The CWC Review Conference,Publication,2002-12-01,https://unidir.org/publication/disarmament-forum-the-cwc-review-conference/,,"Nuclear proliferation, Non-lethal weapon, Nicotinic acetylcholine receptor",fre,"politics>government>defence>military equipment, politics>government, science and technology>natural science, conflicts, war and peace, conflicts, war and peace>armed conflict, science and technology, politics>government>defence>military equipment>military weaponry, politics, science and technology>natural science>biology, politics>government>defence",10.1016/s0272-2712(18)30024-6
california_state_agencies-05d1863480d362825cf1ea88e34ea1f3,A PPENDIX A Incident Planning Considerations,Publication,2006-10-27,https://emsa.ca.gov/wp-content/uploads/sites/71/2017/07/Appendixes_Hics.pdf,,"Incident Command System, Emergency management, National Incident Management System",eng,"disaster, accident and emergency incident, disaster, accident and emergency incident>accident and emergency incident>industrial accident and incident, health>health facility, disaster, accident and emergency incident>accident and emergency incident, disaster, accident and emergency incident>disaster, health, disaster, accident and emergency incident>accident and emergency incident>industrial accident and incident>nuclear accident and incident, science and technology, health>diseases and conditions, health>health facility>hospital and clinic",10.1016/s0733-8627(01)00010-4
hcspfr-1e6cad41c703db4d4c69acad16a90a56,Preventive measures against Monkeypox virus infection,Publication,2022-07-08,https://www.hcsp.fr/Explore.cgi/avisrapportsdomaine?clefr=1230,,"Infection, Mpox, Health sciences",fre,"health, health>diseases and conditions, health>diseases and conditions>illness, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease",10.1086/425745
stateofnsw-3077ce74f01062449c557266722d532b,Cdna National Guidelines For Public Health Units,Publication,2019-01-09,https://www.health.nsw.gov.au/Infectious/controlguideline/Documents/smallpox.pdf,,"Isolation (health care), Vaccination, Infection",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions, health, health>diseases and conditions>communicable disease>virus disease",10.1086/425745
pacforum-661a2366e4775c91b5874f8b65d4b294,Issues & Insights Vol. 13 - No. 8 - Innovate or Enervate: The future of US-Japan alliance collaboration,Publication,2013-07-17,https://www.pacforum.org/analysis/issues-insights-vol-13-no-8-innovate-or-enervate-future-us-japan-alliance-collaboration,,"Cyberwarfare, Cyberattack, Computer security",eng,"conflicts, war and peace, conflicts, war and peace>armed conflict, politics, politics>government, health, politics>government>defence",10.1089/bsp.2005.3.295
randcorporation-d0468e31fdab01504a8772755c1ec87c,Policy Options to Prevent the Creation of Mirror Organisms,Publication,2025-03-10,https://www.rand.org/pubs/perspectives/PEA3436-1.html,,"Chlorofluorocarbon, Biological agent, Montreal Protocol",eng,"science and technology>natural science, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology>genetics, health, health>diseases and conditions",10.1089/bsp.2011.0091
tabde-d5c66a1587b61e8b39c2be111b3a2c40,Synthetic Biology - the next level of biotechnology and genetic engineering,Publication,2015-12-01,http://www.tab-beim-bundestag.de/de/pdf/publikationen/berichte/TAB-Arbeitsbericht-ab164.pdf,,"Nature, Artificial objects, Synthetic biology",ger,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science>biology, science and technology, economy, business and finance>economic sector>chemicals, science and technology>natural science>biology>genetics, science and technology>natural science, environment, environment>natural resources",10.1089/bsp.2011.0091
councilonforeignrelations-f4513038da576ac3dd448c0a653737c1,H5N1: A Case Study for Dual-Use Research,Publication,2013-07-15,https://www.cfr.org/report/h5n1,,"Influenza A virus subtype H5N1, Influenza pandemic, Influenza",eng,"health>diseases and conditions, science and technology, science and technology>natural science, health>diseases and conditions>communicable disease>epidemic, health>diseases and conditions>communicable disease>virus disease, health, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease>retrovirus, health>diseases and conditions>communicable disease",10.1089/bsp.2011.0091
congressionalresearch-3db2dd2942bbac383a25e975c1e0012e,Publishing Scientific Papers with Potential Security Risks: Issues for Congress,Publication,2013-03-18,https://crsreports.congress.gov/product/pdf/download/R/R42606/R42606.pdf/,,"Influenza, Influenza pandemic, Avian influenza",eng,"science and technology>natural science, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health, science and technology, science and technology>natural science>biology, health>diseases and conditions>communicable disease",10.1089/bsp.2011.0091
govdeptsaustria-59443ee6b0e02b83a252c609b8e88c1f,Tomorrow ’ s Technology,Publication,2018-03-22,https://www.bmlv.gv.at/pdf_pool/publikationen/buch_dengg_tomorrows_technology_web.pdf,,"Bioterrorism, Technological singularity, Genome editing",eng,"economy, business and finance, economy, business and finance>economic sector, health, health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, economy, business and finance>economic sector>computing and information technology, health>diseases and conditions>communicable disease>virus disease, conflicts, war and peace",10.1111/j.1751-7915.2012.00340.x
gpogov-de800ada266fa564ae0b2d38abf3bd46,Confidence-building in cyberspace : a comparison of territorial and weapons-based regimes /,Publication,2015-04-01,http://purl.fdlp.gov/GPO/gpo63699,,"Cyberwarfare, Computer security, Confidence-building measures",eng,"economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>computing and information technology, politics, society, conflicts, war and peace, politics>international relations",10.1111/j.1751-7915.2012.00340.x
govdeptsbrazil-61383ecac86e3fd83077152f4bdecad0,"It is a disease caused by a parasite and can manifest itself in an acute, indeterminate, or chronic form.",Publication,2018-09-06,https://repositorio.mcti.gov.br/bitstream/mctic/3839/1/2018_sandra_veloso_tese.pdf,,"Science, Law, Technology",por,"health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science, society, society>values, education, science and technology, science and technology>natural science>biology, health, health>diseases and conditions>communicable disease>virus disease, society>values>ethics",10.1038/embor.2012.195
adminch-567c47872c160304e907bb998b49e5e6,Biosecurity,Publication,2015-05-13,https://www.bafu.admin.ch/dam/bafu/de/dokumente/biotechnologie/rechtsgutachten/biosecurity_rechtslageundregelungsbedarfimbereichderbiologischen.pdf.download.pdf/biosecurity_rechtslageundregelungsbedarfimbereichderbiologischen.pdf,,"Chemical Weapons Convention, Cartagena Protocol on Biosafety, Firearms regulation in Switzerland",ger,"crime, law and justice, health, science and technology, crime, law and justice>law, environment, politics>government, science and technology>natural science>biology, politics>government>defence, science and technology>natural science, politics",10.1038/embor.2012.195
adminch-567c47872c160304e907bb998b49e5e6,Biosecurity,Publication,2015-05-13,https://www.bafu.admin.ch/dam/bafu/de/dokumente/biotechnologie/rechtsgutachten/biosecurity_rechtslageundregelungsbedarfimbereichderbiologischen.pdf.download.pdf/biosecurity_rechtslageundregelungsbedarfimbereichderbiologischen.pdf,,"Chemical Weapons Convention, Cartagena Protocol on Biosafety, Firearms regulation in Switzerland",ger,"crime, law and justice, health, science and technology, crime, law and justice>law, environment, politics>government, science and technology>natural science>biology, politics>government>defence, science and technology>natural science, politics",10.1093/scipol/sct064
ipbes-5b9f93404416acc6b6dcda1d36a0510f,"The regional assessment report on biodiversity and ecosystem services for Asia and the Pacific (Full report, including SPM and chapters; laid out)",Publication,2019-02-12,https://ipbes.net/document-library-catalogue/regional-assessment-report-biodiversity-and-ecosystem-services-asia-and,,"Physical geography, Wetland, Fishery",eng,"economy, business and finance, economy, business and finance>economic sector, environment>natural resources, economy, business and finance>economic sector>agriculture, environment, environment>nature, environment>natural resources>water, environment>nature>ecosystem, environment>environmental pollution",10.1080/00450618.2014.882986
ipbes-5bbe2be4673147c765c7e5e686654ff3,Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services,Publication,2018-09-07,https://ipbes.net/document-library-catalogue/ipbes6inf5rev1,,"Convention on Biological Diversity, Biodiversity, Natural environment",eng,"environment>natural resources, environment>nature, environment, environment>natural resources>water, environment>nature>ecosystem, science and technology, science and technology>social sciences",10.1080/00450618.2014.882986
unitednations-5ee1c45145398339506090fc5f05504a,The regional assessment report on biodiversity and ecosystem services for Asia and the Pacific,Publication,2018-01-01,https://digitallibrary.un.org/record/3794574?ln=en,"ASIA AND THE PACIFIC, BIOLOGICAL DIVERSITY, CLIMATE CHANGE, ECOSYSTEMS, LAND-USE CHANGE","Habitat destruction, Sustainability, Biodiversity loss",eng,"economy, business and finance, economy, business and finance>economic sector, environment>natural resources, economy, business and finance>economic sector>agriculture, environment, environment>nature, environment>natural resources>water, environment>nature>ecosystem, environment>environmental pollution",10.1080/00450618.2014.882986
anses-cfb47ed0b8866aff9a8f61c0c04f18db,ANSES&#39;s revised OPINION and REPORT on the proposal for an order establishing the list of micro-organisms and toxins (MOT) concerning MOT intended for veterinary use,Publication,2022-10-20,https://www.anses.fr/fr/system/files/SABA2021SA0152Ra.pdf,,"Agence nationale de sécurité sanitaire de l'alimentation, de l'environnement et du travail, Agence nationale de sécurité du médicament et des produits de santé, Health",fre,"health>diseases and conditions>communicable disease>virus disease, health, health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, science and technology",10.1016/j.meegid.2014.10.028
unesco-e32c94cb60af0b1a58caf3e9bbf12688,Science for peace and development: the case of the Hippocratic Oath for scientists,Publication,2010-01-01,https://unesdoc.unesco.org/notice?id=p::usmarcdef_0000188400,,"Weapon, United Nations, Ethics",spa,"politics>government>defence, politics>government, politics>government>defence>military equipment, science and technology>natural science, education, conflicts, war and peace, conflicts, war and peace>armed conflict, science and technology, science and technology>natural science>physics, politics, politics>government>defence>military equipment>military weaponry",10.1038/sj.embor.7400708
parliamentofaustraliacc-aa9c6cbc8cc1d60c88dfc9b136b5c45e,Implementation of the Defence Trade Controls Legislation Submission 12,Publication,2013-05-20,https://www.aph.gov.au/DocumentStore.ashx?id=7e78bfeb-3fd2-41c8-af9e-bcbad7f0eb75&subId=23372,,"Biosecurity, Dual-use technology, Research",eng,"health, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, science and technology, science and technology>natural science>biology>genetics",10.1089/bsp.2004.2.273
10.2796/28465,Responsible life sciences research for global health security: a guidance document,Publication,2012-06-17,https://apps.who.int/iris/handle/10665/70507,,"Biosafety, Biosecurity, Research",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science, health, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease>virus disease>retrovirus, health>diseases and conditions>communicable disease>epidemic, education, science and technology, society",10.1002/ddr.10406
10.2796/28465,Responsible life sciences research for global health security: a guidance document,Publication,2012-06-17,https://apps.who.int/iris/handle/10665/70507,,"Biosafety, Biosecurity, Research",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science, health, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease>virus disease>retrovirus, health>diseases and conditions>communicable disease>epidemic, education, science and technology, society",10.3152/030234207x276509
interacademies-a78d72c6eabad416c08c16eb7c3d2ec1,Challenges and Opportunities for Education About Dual Use Issues in the Life Sciences,Publication,False,https://www.interacademies.org/publication/challenges-and-opportunities-education-about-dual-use-issues-life-sciences,,"Biosecurity, Formative assessment, Education",eng,"science and technology>natural science, education, science and technology>natural science>biology, education>school, science and technology>natural science>biology>genetics, science and technology, health",10.3152/030234207x276509
easacbe-d8234644ff34cfeefba84f7872ad263b,Gain of Function: experimental applications relating to potentially pandemic pathogens,Publication,2015-10-08,https://easac.eu/publications/details/gain-of-function-experimental-applications-relating-to-potentially-pandemic-pathogens/,,"Gain-of-function research, European Academies' Science Advisory Council, Biosecurity",eng,"science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions, science and technology, health, society, science and technology>natural science>biology>genetics",10.3389/fpubh.2014.00084
easacbe-84df53199702de53a5b8a60aa2e58397,Gain of Function: experimental applications relating to potentially pandemic pathogens,Publication,2015-10-08,https://easac.eu/publications/details/gain-of-function-experimental-applications-relating-to-potentially-pandemic-pathogens,,"Health, European Academies' Science Advisory Council, Biosecurity",eng,"science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions, science and technology, health, society, science and technology>natural science>biology>genetics",10.3389/fpubh.2014.00084
redcross-fae0b8ef8b05fb9764a2e4d8a2f1f66a,The domestic implementation of International Humanitarian Law (DVD version),Publication,2015-09-07,https://shop.icrc.org/the-domestic-implementation-of-international-humanitarian-law-dvd-version.html,,"International Covenant on Civil and Political Rights, Emblems of the International Red Cross and Red Crescent Movement, Geneva Conventions",eng,"crime, law and justice, crime, law and justice>judiciary, crime, law and justice>law>civil law, crime, law and justice>law, crime, law and justice>judiciary>court, crime, law and justice>law>civil law>regulation, conflicts, war and peace, conflicts, war and peace>armed conflict, crime, law and justice>law>international law",10.1007/3-540-33854-3_6
unitednations-6fe4bd8fb9f89c203ba1dfc88a7750de,United Nations Juridical Yearbook,Publication,2009-01-01,https://digitallibrary.un.org/record/671816?ln=en,"ADMINISTRATIVE COURTS AND TRIBUNALS, ADVISORY OPINIONS, BIBLIOGRAPHIES, INTERGOVERNMENTAL ORGANIZATIONS, INTERNATIONAL LAW, JUDGEMENTS, LEGAL STATUS, SIGNATURES, ACCESSIONS, RATIFICATIONS, SPECIALIZED AGENCIES, TREATIES","Arbitration, Government of France, United Nations Economic and Social Council",fre,"crime, law and justice, crime, law and justice>judiciary, politics, crime, law and justice>judiciary>court, crime, law and justice>law, crime, law and justice>law>international law, politics>government",10.1007/3-540-33854-3_6
defenseanalysis-d517636c876dcf0cba3f6aa3e8aaf7e2,2012 Review on the Extension of the AMedP8C Methodology to New Agents Materials and Conditions,Publication,2013-11-07,https://www.ida.org/research-and-publications/publications/all/2/20/2012-review-on-the-extension-of-the-amedp8c-methodology-to-new-agents-materials-and-conditions,,"Anthrax vaccine adsorbed, Orthopoxvirus, Anthrax",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>biomedical science, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, health, science and technology, science and technology>biomedical science>pharmacology, health>diseases and conditions>illness, science and technology>natural science>biology, health>diseases and conditions>communicable disease>epidemic",10.3201/eid1704.101960
govdeptsjapan-e159809ca4cc04462bda23cab00218f5,FY2023 Cabinet Office Commissioned Project,Publication,2024-02-28,https://www8.cao.go.jp/cstp/kokusaiteki/ri_report_fy2023.pdf,,"Military science, Research, National security",jpn,"education>school, politics, education, science and technology, politics>government, education>school>further education",10.1016/j.jobb.2019.06.001
who-21e58fa0cb28e055c4cacde8da6855c0,Emerging technologies and dual-use concerns: a horizon scan for global public health,Publication,2021-10-22,https://apps.who.int/iris/handle/10665/346862,,"Nanotechnology, Biology, Life sciences",eng,"health, health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease, science and technology",10.1016/j.jobb.2019.06.001
10.2903/sp.efsa.2020.en-1664,Synthetic Biology in Australia: An outlook to 2030,Publication,2018-08-19,https://acola.org/hs3-synthetic-biology-australia/,,"Synthetic biology, Artemisinin, DNA sequencing",eng,"science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology",10.3389/fpubh.2014.00142
